firma,adresse,postcode,city,geometry,phone,Ackerland,Hopfen,Gruenland,Wald,Gemuese,Energie,Obst,Blumen,Gewuerze,Wein
Hof Grünhagen,Hans-Heinrich Grünhagen,16909,Wernikow,,03394-433168,< 2000,,,< 500,,,,,,
Pächtergemeinschaft-Börde-Westeregeln GbR,Maulbeerweg 1,39448,Börde-Hakel,POINT (51.9654131 11.38675105),039268-2229,< 2000,,< 50,< 50,> 100,,,,,
Agrargesellschaft Riestedt mbH &amp; Co. KG,Mühlweg 22,06526,Sangerhausen,POINT (51.4931657 11.3591103),03464-27160,,,,,,,,,,
"Güterverwaltung ""Nicolaus Schmidt"" AG Rothenacker",Rothenacker 14,07922,Tanna,POINT (50.4603294 11.9075828),036646-22306,< 2000,,< 100,< 50,,,,,,
Ulrich Schrader,Dorfplatz 16,39122,Magdeburg,POINT (52.0485894 11.637169860849797),0391-6221118,< 2000,,,,,,,,,
Weigl Thomas Biogas GbR,Sachsenhausen 11,84076,Pfeffenhausen,POINT (48.6467119 12.0122725),08782-238,< 100,,,< 50,,,,,,
Karrer Biogas,Gmaind 1,84435,Lengdorf,POINT (48.2501763 12.0644583),,< 100,,< 50,,,,,,,
Biostrom Volkert GbR Biogas,Biostrom Volkert GbR,91126,Kammerstein,,, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,< 5,,
Landwirtschaft Maier,Mörn 8,83361,Kienberg,POINT (48.0501001 12.46325),0160-97207456,< 100,,< 50,< 50,,,,,,
GuT.Energie KG,An der Kapelle 3,46419,Isselburg,POINT (51.82873775 6.491864463838045),,< 100,,< 50,,< 10,"<span class=""textformatter-list"">Biogas</span>",,,,
Biogas Goldberg GmbH &amp; Co.KG,Untereschenbach 13,91575,Windsbach,POINT (49.2240864 10.8500155),0174-3433912,< 100,,< 50,< 50,,,< 5,,,
Agrar-Genossenschaft Badeborn e.G.,Am Teich 263d,06493,Ballenstedt / ,POINT (51.7656023 11.2374363),039483-476,,,,,,,,,,
Landwirtschaftliche Produktions- und Handelsgesellschaft Walternienburg mbH,Hauptstraße 17,39264,Walternienburg,POINT (51.961421 11.9471641),039247-226,< 2000,,< 500,< 50,,,,,,
HinterbauerHof,Schloßstraße 10,73497,Tannhausen,POINT (48.97979465 10.355568351352488),,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Siemers GbR,Dorfstraße 19,21493,Fuhlenhagen,POINT (53.571307250000004 10.528898831249247),04156-7126,,,,,,,,,,
Marktfruchtbetrieb Jörg Schröder,Schottereyer Straße 13,06246,Goethestadt Bad Lauchstädt,POINT (51.3908581 11.8412824),,,,,,,,,,,
"Hartmut Lübbert, Landwirtschaft und Biogas",Notbrunnenstraße 20,31535,Neustadt am Rübenberge,POINT (52.5848837 9.5414758),05072-784421,< 100,,< 50,< 50,,,,,,
Carl Noosten,Carl-Noosten-Straße 12,26553,Dornum,POINT (53.6453634 7.3305105872965655),04938-232,,,,,,,,,,
Agro Bördegrün GmbH &amp; Co. KG,Bahnhofstraße 1,39167,Hohe Börde ,POINT (52.1539797 11.401671254828466),039204-8590,,,,,,,,,,
Semundo Agrar Urban Jülich,Amt 3,39387,Oschersleben,POINT (51.9922003 11.3047785),039408-929740,,,,,,,,,,
Kartoffelhof Hennies,Meierhofstraße 9,31311,Uetze,POINT (52.4123764 10.1404124),05175-932607,,,,,,,,,,
Agrargesellschaft Prießnitz mbH,Am Angstplatz 1a,06618,Naumburg ,,034466-6020,> 2000,,< 500,< 50,,,,,,
Harald Fischer GdbR,Neudorf 2,95168,Martkleuthen,,09285-231,,,,,,,,,,
Josef Wutz,Wullnhof 1,93488,Schönthal,,09978-267,,,,,,,,,,
Eleonore und Joachim Multhaupt GbR,Stadtweg 11,06484,Ditfurt,POINT (51.821626 11.1831978),03946-2073,< 500,,,,,,,,,
Gut Sochenberg - Biogas,Sochenberg 1,84172,Buch a. Erlbach,POINT (48.4265961 12.050300899131631),08762-1335,< 500,,< 50,< 50,,,,,,
Rittergut Alvesse,Rittergut Alvesse,38159,Vechelde,POINT (52.21094635 10.384042386678459),,< 500,,< 50,< 50,,,,,,
Rader Agrar GbR,Alte Dorfstraße 27,24790,Rade,POINT (54.3320899 9.7441458),04331-949772,< 500,,,,,,,,,
Milch-Land GmbH Veilsdorf,Eisfelder Straße 66,98669,Veilsdorf,POINT (50.4159934 10.8216379),03685-68790,,,,,,,,,,
Agrarhof Retschow GmbH,Reinshäger Weg 2,18211,Retschow,POINT (54.0440383 11.8852955),038203-16612,< 2000,,< 100,,,,,,,
Thorsten Schäfer,Bernsteinstraße 7a,21339,Lüneburg,POINT (53.2763556 10.388128),04131-683474,< 100,,,,,,,,,
Landwirtschaftsbetrieb Ralf Fasel,Frankfurter Straße 44,65439,Flörsheim-Weilbach,POINT (50.0453818 8.435484749999993),0173-4488905,< 500,,,,,,,,,
Agrargesellschaft Großwilsdorf mbH,Kleinjenaer Str. 6,06618,Naumburg ,POINT (51.18004405 11.75097055),03445-202676,< 2000,,< 500,,,,,,,
Gertrudenhof,Elbachstraße 4,52388,Nörvenich-Rommelsheim,,02421-6930456,< 500,,,,,,,,,
Hans Gresshoener,Dorfstraße 36,32120,Hiddenhausen,POINT (52.145254550000004 8.634276917804193),, < 50,,,,,,,,,
Martin GbR,Dorfstraße 52,08289,Schneeberg,POINT (50.58772275 12.602166919014065),,< 500,,< 50,,,,,,,
Alois Wohlfahrt,Burgberger Straße 38,87549,Rettenberg,POINT (47.56453005 10.278457830933396),08327-9720,,,< 50,< 50,,,,,,
Kraft und Stoff Dannenberg GmbH &amp; Co. KG,Barnitzer Straße 34,29472,Damnatz,POINT (53.15078865 11.166179779788392),,< 100,,,,,,,,,
Cord Lünzmann,Kroetze Nr. 2,29559,Wrestedt,POINT (52.9158589 10.7076587),0171-7565189,< 500,,,< 50,< 100,,,,,
Ringler Agrar GbR,Augsburger Straße 11,86853,Langerringen,POINT (48.1533705 10.7576348),08232-78393,,,,,,,,,,
Wrede/Grundstedt GbR,Dammstraße 12,31311,Uetze,POINT (52.4724456 10.21415695),0170-7722264,< 500,,< 50,,,,,,,
Hartmut &amp; Lydia Ziegler GbR,Schönborner Straße 9,34621,Frielendorf-Obergrenzebach,POINT (50.9201728 9.3042829),06691-3337,,,,,,,,,,
URBANSHOF,Driesch 25,52379,Luchem,POINT (50.83138825 6.371946168755285),,< 500,,,,< 50,,,,,
M.S. &amp; Toni Winkelhag GbR,Euskirchenerstraße 131,53919,Weilerswist,POINT (50.710005800000005 6.8148505781823),02251-51292,< 500,,< 50,,< 50,,,,,
Bruns,Krusenberg 3,28857,Syke,POINT (52.9396515 8.827485570258183),,< 100,,,< 50,,,,,,
Ehrenbruch-Karkheck,Homfeld 29,27305,Bruchhausen-Vilsen,POINT (52.8121121 8.993822),0174-1750455,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hoher Fläming eG Rädigke Niemegk,Werderstraße 61,14823,Rabenstein Fläming ,POINT (52.0555807 12.630665652767675),033848-60107,< 2000,,< 500,< 100,,,,,,
Wimmer Gaunkofen,Gaunkofen 1,84051,Essenbach,POINT (48.62567115 12.154666350000003),08703-909832,< 500,,,,,,,,,
Kurz Sonja und Günther GbR,Untergrund 2,84579,Unterneukirchen,POINT (48.1599417 12.6399277),08634-688111,< 100,,< 50,< 50,,,,,,
Herberg GbR,Kirchstraße 22,27324,Eystrup,POINT (52.7745972 9.2075595),04254-92075,< 500,,< 50,< 50,,,,,,
Landwirtschaft Siegl,Pfarrkofen 18,84098,Hohenthann,POINT (48.654975 12.1175624),08784-1623,< 500,,,,,,,,,
Hof Eggers,Hauptstraße 10,25355,Bullenkuhlen,POINT (53.765506099999996 9.744268600000002),, < 50,,< 50,,,,,,,
Hoffrogge Schweinezucht KG,Moorstraße 4,48480,Spelle,POINT (52.370313 7.4892712),, < 50,,< 50,,,,,,,
Matthias Zahn,Eiglasdorf 4,92717,Reuth,POINT (49.8337454 12.1357907),0179-4816995, < 50,,< 50,< 50,,,,,,
M&amp;P Agrar GmbH &amp; Co. KG,Haferkuhle 4,31600,Uchte,POINT (52.48091 8.897516),05763-942500,,,,,,,,,,
Bernd Schmid,Mangoldshausen 15,74426,Bühlerzell,POINT (48.9935985 9.9542824),07974-1043,< 100,,,< 50,,,,,,
Sabine Berger,Pemberg,84405,Dorfen,POINT (48.2964177 12.1178903),08081-957677,< 100,,,< 50,,,,,,
Georg Grooten Landwirtschaft,Seffenter Berg 6,52074,Aachen,POINT (50.7894938 6.0398997),,< 500,,< 100,,,,,,,
Bauer Tidow,Saunstorfer Weg 1,23996,Beidendorf,,,,,,,,,,,,
AGRO-Agrarprodukte GmbH,Straße der Jugend 34,09306,Zettlitz ,POINT (51.07907475 12.845557370930718),037382-8470,> 2000,,< 500,,,,,,,
"Agrar- und Beteiligungsunternehmen ""AGROSS"" e.G. Großstolpen",Großstolpen Nr. 6,04539,Groitzsch,POINT (51.1425764 12.321203),034296-96503,< 2000,,< 500,< 50,,,,,,
Gut Gilverather Hof,Gilverather Straße 96,41516,Grevenbroich,POINT (51.13192495 6.635666087103493),,,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Vrieswoud KG,Bahnhofstraße 22,39264,Deetz,POINT (52.0538101 12.1633102),039246-360,< 2000,,< 500,,,,,,,
Damianshof,Damianshof,41569,Rommerskirchen,POINT (51.0691121 6.6784579),,< 100,,,,,,,,,
Jochen Schmitz,Burg Mülheim 1,53909,Zülpich,POINT (50.715907900000005 6.738330505940912),02252-839439,,,,,,,,,,
Gut Ulmenhof,Breite Straße 43,50181,Bedburg,POINT (51.00688585 6.480043886767724),02463-993139,,,,,,,,,,
Dubrower Agrar GmbH,Gussower Straße 13,15754,Heidesee,POINT (52.2472664 13.7182291),033763-63481,< 500,,< 50,,,,,,,
Hans-Josef Huthmacher,Landstraße 26,41569,Rommerskirchen,POINT (51.0456877 6.710531387471386),02183-5120,,,,,,,,,,
Gut Brookhusen ,Gut Brookhusen,18258,Benitz bei Schwaan,POINT (53.980477 12.0823475),0171-2114571,< 500,,,,,,,,,
Falkenhof ,Falkenhof 1,64395,Brensbach Wersau,POINT (49.78995185 8.867689901040016),,< 100,,< 50,,,,,,,
Agrargenossenschaft Blankenhain e.G.,An der Windmühle 6,08451,Crimmitschau,POINT (50.7992454 12.2856474),036608-209970,< 2000,,< 100,< 50,,,,,,
LWB Werner Buchner,Försterhof 1,39606,Iden,POINT (52.76678765 11.92190000119438),01520-9815373,< 2000,,,< 50,,,,,,
Paschenhof,Paschenweg 52,47506,Neukirchen-Vluyn,POINT (51.4600867 6.5857948),02845-4424,< 100,,< 50,,,,,,,
Landwirtschaftsbetrieb Michael Böhling ,Angermünder Landweg 1,16278,Schmargendorf,POINT (52.98612695 13.963833991972749),0173-6141420,< 500,,< 50,< 50,,,,,,
Friedrich Büsching,Heimser Straße 50,32469,Petershagen,POINT (52.4660102 9.0584295),05768-1384, < 50,,,,,,,,,
"Agrar GmbH ""Steinerne Heide"" Großgeschwenda",Zollhaus,07333,Unterwellenborn,POINT (50.6426011 11.4629358),036735-49511,< 2000,,< 500,< 50,,,,,,
Vorwig,Krausentor 1,39221,Biere,POINT (51.9711638 11.6534006),,< 500,,< 50,,,,,,,
Hof Jahnke,Hollenbeker Weg 10,23883,Seedorf,POINT (53.6096781 10.8523669),04545-644,< 500,,,< 100,,,,,,
Wollerhof,Aufhausen 2a,94072,Bad Füssing,POINT (48.30238 13.227131),08537-256, < 50,,< 50,< 50,,,,,,
Buchmann W.W. Milchvieh KG,Isselmannsweg 3,46499,Hamminkeln,POINT (51.7276686 6.716665344551282),02856-594,< 100,,< 100,,,,,,,
Pfeiffers Hof,Niederhaldessen 1,34393,Grebenstein,POINT (51.4663065 9.418698128963303),0172-5263681,< 100,,,,,,,,,
Hühnerhof Mellingen GmbH,Köttendorfer Straße 1,99441,Mellingen,POINT (50.9391097 11.38790576973842),036434-91170,,,< 50,,,,,,,
Hof Eiskamp,Wunderburger Weg 2,27243,Harpstedt,POINT (52.9145132 8.570946082441964),04244-537,< 500,,< 50,< 50,,,,,,
Domäne Wehrda,Im Alten Turm 1,36166,Haunetal,POINT (50.7387779 9.664647800000001),06673-367,< 500,,,< 50,,,,,,
Roos-Bätz KG,Marktplatz 11,36151,Burghaun,POINT (50.6972704 9.727492),0175-5604180,< 500,,,,,,,,,
Bauernland KG,Am Biengarten 33,35447,Reiskirchen - Ettingshausen,POINT (50.556185850000006 8.900192567814665),06401-21434,< 2000,,,,,,,,,
Dietrich Tangemann,Kamillenweg 1,49424,Varenesch,POINT (52.7648215 8.4329712),04444-518,,,,,,,,,,
Hof Neu-Wilhelmsthal,Neu-Wilhelmsthal 1,23883,Seedorf,POINT (53.6008747 10.8534775),04545-791292,,,,,,,,,,
Steffen Diegel,Hauptstraße 9,36211,Alheim,POINT (51.0382422 9.7012),06623-1859,,,,,,,,,,
Landwirtschaftsbetrieb Möller,Kalkreese 1,37293,Herleshausen,POINT (51.0405996 10.1485589),05654-6150,,,,,,,,,,
Schaumburg,Gut Windhausen,34266,Niestetal,POINT (51.304045 9.6109004),05605-9288585,,,,,,,,,,
"Biohof ""Weiße Hube""",Hohe Straße 72,64732,Bad König,POINT (49.727169700000005 9.015490091703178),06063-912555,,,,,,,,,,
GbR Lölkes,Oberdorfstraße 11,35117,Simtshausen,POINT (50.944186099999996 8.701311842578544),06423-7893,,,,,,,,,,
Volker Und Claus-Wilhelm Lux,Am Mühlengrund 6,34582,Borken,POINT (51.0636089 9.2149544),05682-2858,,,,,,,,,,
Karsten Schmal,Hof auf dem Kleinen Feld,34513,Waldeck-Sachsenhausen,,05634-995822,,,,,,,,,,
Meilinger Hof,Hochstraße 34,65321,Heidenrod,POINT (50.18042905 7.902285477325588),06772-2885,,,,,,,,,,
GbR-Müller-Essershausen,Edelsberger Straße 6,35789,Weilmünster,POINT (50.4581929 8.326760861469054),06472-911911,,,,,,,,,,
Axel Strauß,Dörnbachstraße 10,64354,Reinheim,POINT (49.84300865 8.801518339525042),06162-4058,,,,,,,,,,
Jungpflanzenzucht,Römerstraße 58-62,68623,Lampertheim,POINT (49.594586 8.4648278),06206-950760,,,,,,,,,,
Kopp,Kappesgasse 29,61352,Bad Homburg,POINT (50.22656875 8.6855596),06172-488488,< 100,,,,,,,,,
Karlheinz Gritsch,An der Alten Mühle 1,65760,Eschborn,POINT (50.1451627 8.565918444333157),06196-42062,,,,,,,,,,
Jörg Meides,Kochgasse 13,63674,Altenstadt,POINT (50.274580099999994 8.942759863475057),,,,,,,,,,,
Jürgen Hespeler,Hinzistobel16,88212,Ravensburg,,0751-25159,< 500,,< 50,< 50,,,,,,
Hof Altefeld,St.-Georg-Straße 6,37293,Herleshausen - Altefeld,POINT (51.0584415 10.1134441),05654-303,< 500,,,,,,,,,
Drehers Erlebnishof,Unterdorfweg 1,88348,Bad Saulgau,POINT (48.0006197 9.544635072780997),07581-50930,< 500,,< 100,< 50,,,,,,
Laucherttalhof,Albstraße 20,72501,Gammertingen,POINT (48.2616651 9.207260642888969),07574-2516,< 100,,< 100,< 50,,,,,,
Robert Böttle,Schloßstraße 4,88527,Göffingen,POINT (48.154990749999996 9.527511149999995),07371-3029,,,,,,,,,,
Buck GbR,Dorfstraße 29,88527,Unlingen,POINT (48.1769315 9.539095428338278),07371-3904,,,,,,,,,,
Vorwig,Am Freistuhl 6,59514,Welver-Dinker,POINT (51.6486701 7.9530582),039297-50012,< 500,,< 50,,,,,,,
Benz GbR,Obere Mühlstraße 91,64291,Darmstadt - Arheilgen,POINT (49.9156273 8.6632309),06151-373764,< 500,,< 50,,< 50,,< 5,,,
"Agrargenossenschaft ""Schwarzbuntzucht"" Fischbeck eG",Dorfstraße 44,39524,Wust-Fischbeck,POINT (52.5416179 12.049631750500192),039323-38456,< 2000,,< 2000,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Frank Gengelbach,Weimarische Straße 10,99438,Buchfart,POINT (50.92157 11.3328964),03643-849379,,,,,,,,,,
GbR Lindecke,Dorfstraße 7,39606,Bismark,POINT (52.66837565 11.524341249999999),0174-3862473,,,,,,,,,,
Holtmeier,Bundesstraße 1,25693,Trennewurth,POINT (53.9959827 9.0236038),04857-254310, < 50,,< 50,,,,,,,
Landwirtschaft Wümbach GmbH,Langewiesener Landstraße 39,98693,Ilmenau,POINT (50.68389395 10.98252592864091),036785-50394,,,,,,,,,,
Agrargenossenschaft Weißbach e.G.,Dorfstraße 6a,07646,Weißbach,POINT (50.8111551 11.7892029),036426-22218,< 500,,< 500,< 50,,,,,,
Landwirtschaftsbetrieb Florian Uherek,Gröbitzer Hauptstraße 17,06682,Teuchern ,POINT (51.132060249999995 11.925912597488015),0171-6213254,< 500,,< 50,,,,,,,
Karlshof,Erbacherstraße 87,64380,Roßdorf,POINT (49.854869199999996 8.782369706320878),06154-800106,< 500,,< 100,,,,,,,
Axel Schmidt,Maßbornstraße 75,60437,Frankfurt,POINT (50.18959645 8.705387073466449),0171-7659044,< 500,,< 50,,,,,,,
Gut Niederelsungen,Zierenberger Straße 30,34466,Wolfhagen,POINT (51.3886104 9.1898058),05606-53553,< 500,,< 50,< 50,,,,,,
Hahns Kartoffelhof,Hagener Straße 29,31535,Neustadt,POINT (52.57582 9.431028999999999),,< 500,,,,,,,,,
Martin Kloos,Steinhauserstraße 8,88456,Ingoldingen,POINT (48.0257036 9.738750849472634),,< 100,,,< 50,,,,,,
Agrargenossenschaft Hochland eG Gahma,Gahma 75,07368,Remptendorf,POINT (50.5241395 11.5350808),036643-34490,< 2000,,< 100,< 50,,,,,,
Bioenergiehof vor den Tannen,Burgstraße 18b,35083,Wetter-Mellnau,POINT (50.92610325 8.757235500000004),06423-963520,< 500,,< 50,,,,,,,
"Haas GbR, Martin und Corinna",Erpfental Hausnr. 6,73479,Ellwangen,,07965-800213,< 100,,< 50,< 50,,,,,,
Josef Kühling GbR,Ernst-Moritz-Arndt-Straße 21a,17129,Bentzin,POINT (53.9221026 13.2617753),039999-71900,< 2000,,< 50,< 500,,,,,,
Michaela Breun,Hess. Staatsdomäne Wendershausen,37215,Witzenhausen,,05542-3315,,,,,,,,,,
Michael Schneller,Erlenhof,61194,Niddatal,,06034-5979,,,,,,,,,,
GbR Rahn/Farr,Preiserlenweg 6,63654,Büdingen,POINT (50.3066613 9.197163283653857),06049-1438,< 500,,< 500,,,,,,,
"Stefan Wagner, Kronenhof",Zeppelinstraße 10,61352,Bad Homburg,POINT (50.2142385 8.6112863),0172-6930203,< 100,,< 50,,,,,,,
Sonnenhof,Außerhalb 12,64683,Einhausen,POINT (49.69651175 8.5575449),06251-943476,,,,,,,,,,
Peter Weißer,Berghof,65554,Ahlbach,POINT (50.4416208 8.0899482),0170-6402091,,,,,,,,,,
Sölzer GbR,Trift 36,34281,Gudensberg,POINT (51.1809663 9.362241688938948),05603-2136,,,,,,,,,,
Fred Becker,Olbetal 1,34359,Reinhardshagen,POINT (51.5252788 9.6009895),05544-8048,,,,,,,,,,
Tannenhof,Tannenhof,65599,Langendernbach,,0175-5006409,,,,,,,,,,
Fackiner Birkenhof,Birkenhof,35110,Dainrode,POINT (51.068737999999996 8.91817863365861),06455-911450,,,,,,,,,,
Bieberhof,Brunnenstraße 5,36135,Hofbieber,POINT (50.5826847 9.78312242477524),0173-3194791,,,,,,,,,,
Stefan Quanz,Mengerser Straße 12,36132,Eiterfeld-Reckrod,POINT (50.7749681 9.7940598),0160-7235700, < 50,,< 50,< 50,,,,,,
Olaf Pulch,Auf dem Rück,65326,Aarbergen,POINT (50.2248191 8.0674695),0171-6856408,,,,,,,,,,
Uwe Enders,Margarethenhof,65329,Hohenstein,,0171-7639283,,,,,,,,,,
Volker Lein,Kirchstraße 17,35315,Bleidenrod,POINT (50.6893633 9.02100946381649),0172-4508673,,,,,,,,,,
Höhenhof,Höhenhof,61130,Nidderau,POINT (50.23164225 8.904940908461498),06187-22999,,,,,,,,,,
Kornmann GbR,Ludwigstraße 9,36329,Zell,POINT (50.728035000000006 9.195354951207438),06636-342,,,,,,,,,,
Martin Leis,Wolfkammer 6,34471,Volkmarsen,POINT (51.3984926 9.1127319),,,,,,,,,,,
Baiersröderhof,Baiersröderhof 1,63546,Hammersbach,POINT (50.229313 8.9490694),06185-642,,,,,,,,,,
Svenja und Harald Löw GbR,Ostweiler 1,63110,Rodgau,POINT (50.0287811 8.9069260304552),06106-4721,,,,,,,,,,
Fritz Schäfer,Brunnenstraße 10,34516,Vöhl-Basdorf,POINT (51.2043809 8.9790426),05635-596,,,,,,,,,,
Beck,Schweinfurter Straße 13,97517,Rannungen,POINT (50.1669325 10.2069796),0171-6788900,< 500,,,< 50,,,,,,
Werner und Christian Müller GbR,Mühlenstraße 13a,36103,Flieden,POINT (50.4023185 9.580459231458635),06655-1371,,,,,,,,,,
Peter Bleuel,Oberroder Straße 16,36041,Fulda,POINT (50.539078950000004 9.58732570648704),0661-74994,,,,,,,,,,
Auenhof GbR,Kirchbrächter Weg 16 b,63688,Gedern,POINT (50.4156845 9.2367113),06045-950093,,,,,,,,,,
Hof Neutze,Lindenhof 30,34379,Calden,POINT (51.3943954 9.3502572),0173-5259467,< 100,,< 50,,,,,,,
Georg Hoos,Am Wasser 16,34621,Frielendorf-Obergrenzebach,POINT (50.9182064 9.3098701),06691-4380,< 500,,< 50,,,,,,,
Bott Eier,Wattenbergstraße 30,34270,Schauenburg,POINT (51.2884491 9.2840316),05601-23730, < 50,,< 50,,,,,,,
Ackerbau GbR Schneider,Großenlüder,36137,Großenlüder,POINT (50.5907035 9.5415592),,< 100,,,< 50,,,,,,
Meyer´s Hof,Burgdorfer Straße 38,31303,Burgdorf/Otze,POINT (52.4855871 10.0089433),05136-3216,< 100,,,< 50,< 50,,< 5,,,
Horn GbR,Jörn-Peter &amp; Heinrich Horn GbR,36277,Schenklengsfeld-Erdmannrode,,06629-7841,< 100,,,< 50,,,,,,
LWB Norbert Jungjohann,Im Wiesengrund 14,19209,Gottesgabe,POINT (53.6319051 11.241978399999999),03856-717920, < 50,,< 50,,,,,,,
Spargel &amp; Obsthof Wendel,Außerhalb 1,64673,Zwingenberg,POINT (49.7249765 8.5988011),06251-79304,< 500,,,,> 100,,< 50,,,
Reinhardt Wolfram,Liederainstraße 2,36132,Eiterfeld,POINT (50.7858857 9.8270356),,,,,,,,,,,
Zuchtsauen und Ferkelaufzucht GBR Dirk und Björn Döppner,Am Hädenbach 3,36137,Grossenlüder-Bimbach,POINT (50.5756179 9.5791311),0172-8216524,< 500,,< 50,< 50,,,,,,
Jörg Hohmann,Jakob-Lengfelder-Straße 149 a,61352,Bad Homburg,POINT (50.2171334 8.6472344),06172-457159,< 100,,,,,,,,,
Stefan Schneider,Lanneshof 20,36093,Künzell,POINT (50.5504927 9.738551091251022),0171-3726006,,,,,,,,,,
Marcus Vogt,Hünfelder Straße 2,36151,Burghaun,POINT (50.73033345 9.745433729797256),06652-911933,,,,,,,,,,
Agrargenossenschaft Kamsdorf eG,Zollhaus,07333,Unterwellenborn,POINT (50.6426011 11.4629358),03671-645321,> 2000,,< 50,< 50,,,,,,
Hof Engelsburg,Hattenhofer Straße 32,36119,Neuhof,POINT (50.45808864999999 9.62885118089611),06655-72414,,,,,,,,,,
Gerbitz + Co Baumschulen,Nornenweg 9,22145,Hamburg,POINT (53.6342932 10.18864),040-6786127,,,,,,,,,,
Winfried + Stefan GbR,Soisdorfer Straße 2,36132,Eiterfeld,POINT (50.752997949999994 9.887196672744654),06676-402,,,,,,,,,,
Bergmann,Gelber Stein 3,35104,Lichtenfels-Immighausen,POINT (51.2100358 8.8514681),05636-1244,< 100,,< 50,,,,,,,
Cornelia Ehlert,Unterweisenborn 11,36277,Schenklengsfeld,POINT (50.798590899999994 9.83533221875912),,< 500,,,,,,,,,
Betrieb Bernd Thieße,Unter den Weiden 1,31634,Steimbke,POINT (52.644974 9.4500007),05026-94078,,,,,,,,,,
Gut Bellnhausen,Bellnhäuser Straße 3,34630,Gilserberg/Bellnhausen,POINT (50.9223761 9.061702946073185),06696-843,< 500,,< 50,,,,,,,
Karlheinz und Matthias Betz GbR ,Untergasse 3,35327,Ulrichstein,POINT (50.590063650000005 9.158777495839654),0172-3476366, < 50,,< 100,,,,,,,
Krimmel,Breitzbacher Weg 30,36088,Hünfeld,POINT (50.6801077 9.7509807),0160-96279604,,,,,,,,,,
Wilhelmshof,Am Hain 20,36132,Eiterfeld,POINT (50.7703947 9.8103356),06672-8197,< 500,,< 100,,,,,,,
Büschemann Düfel GbR,Dudenhausen 2,32683,Barntrup,POINT (52.0386203 9.1691912),0171-3343738,< 500,,,,,,,,,
Bentehof,Trophagener Straße 121,32791,Lage-Heiden,POINT (51.99388485 8.85943273892122),05232-971293,< 100,,< 50,,,,,,,
Engelke,Dorlastr. 2,32760,Detmold,POINT (51.9453565 8.966770877996346),05231-21405, < 50,,,,,,,,,
Landwirtschaftsbetrieb Bodo Schmidt,Am Bornberg 9,99947,Nottertal-Heilinger Höhen,POINT (51.1935703 10.6754923),036043-70656,< 500,,,,< 5,,,< 5,,
Hof Bicker,Mittelstraße 30,32108,Bad Salzuflen,POINT (52.06590985 8.780134905645161),05222-3853976,< 100,,,< 50,,,,,,
Julius und Katharina Tischer,Niederfeiln 1,94099,Ruhstorf,POINT (48.5088797 13.263473),08506-923773, < 50,,,< 50,< 5,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Begemann Agrar GmbH,Niederluher Straße 68,32657,Lemgo,POINT (52.0628794 8.89899158763156),05261-4451,,,,,,,,,,
Dirk Sprute,Tiefer Weg 9,32805,Horn-Bad Meinberg,POINT (51.8729546 9.00573070410448),05234-5248,,,,,,,,,,
"Jobst Begemann, Landwirtschaft",Kreuzbuschweg 2,32758,Detmold,POINT (51.97498315 8.933885923686319),05231-39895,,,,,,,,,,
Hof Kofler,Mariannenweg 20,61440,Oberursel,POINT (50.22810545 8.583849295983942),06172-33471,< 100,,< 50,,,,,< 5,,
Landwirtschaftsbetrieb Jopp,Ulfetalstraße 10,36205,Krauthausen,POINT (51.0881227 9.9757651),05653-419,< 500,,< 50,,,,,,,
KWS Landwirtschaft GmbH,Neue Hauptstraße 35,39164,Wanzleben ,POINT (52.1264494 11.3290948),0175-1864316,< 2000,,,,,,,,,
Renate und Heinrich-Wilhelm Tölle GbR Landwirtschaft,Gut Rickbruch,32699,Extertal,POINT (52.116521500000005 9.099372149002674),05754-323,,,,,,,,,,
Milchhof Bahlum KG,Gödestorfer Straße 10,27321,Emtinghausen,POINT (52.9161594 8.9633783),04295-295,< 100,,< 50,,,,,,,
Agrargenossenschaft eG Calbe,Brumbyer Weg 34-40,39240,Calbe,POINT (51.8965909 11.767891),039291-5400,> 2000,,< 50,,> 100,,,,> 10,
Sievert,Hellerhausen 3b,32108,Bad Salzuflen,POINT (52.1113127 8.78395682700484),0170-8635397,< 500,,< 50,,,,,,,
Heiko Kieweg,Zur Alten Mühle 5,34497,Korbach,POINT (51.2877637 8.7928712),,,,,,,,,,,
